time,symbol,action,entry,sl,tp,exit,pnl,reason,pnl_cum
2025-07-28 02:00:00+00:00,EURUSD,buy,1.17573,1.17563,1.17583,1.17563,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0018999999999997907
2025-07-28 02:10:00+00:00,EURUSD,sell,1.17543,1.17553,1.17533,1.17553,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0019999999999997797
2025-07-28 02:20:00+00:00,EURUSD,buy,1.17576,1.17566,1.17586,1.17586,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0018999999999997907
2025-07-28 02:30:00+00:00,EURUSD,buy,1.17595,1.17585,1.17605,1.17605,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0017999999999998018
2025-07-28 02:40:00+00:00,EURUSD,buy,1.17585,1.17575,1.17595,1.17575,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0018999999999997907
2025-07-28 02:50:00+00:00,EURUSD,buy,1.17575,1.17565,1.17585,1.17565,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0019999999999997797
2025-07-28 03:00:00+00:00,EURUSD,buy,1.17667,1.1765700000000001,1.17677,1.1765700000000001,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0020999999999997687
2025-07-28 03:10:00+00:00,EURUSD,buy,1.17629,1.17619,1.17639,1.17639,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0019999999999997797
2025-07-28 03:20:00+00:00,EURUSD,buy,1.17665,1.17655,1.17675,1.17655,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0020999999999997687
2025-07-28 03:30:00+00:00,EURUSD,buy,1.17605,1.17595,1.17615,1.17595,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0021999999999997577
2025-07-28 03:40:00+00:00,EURUSD,sell,1.1758899999999999,1.1759899999999999,1.17579,1.17579,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0020999999999997687
2025-07-28 03:50:00+00:00,EURUSD,sell,1.17576,1.17586,1.17566,1.17586,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0021999999999997577
2025-07-28 04:00:00+00:00,EURUSD,buy,1.17675,1.17665,1.17685,1.17665,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0022999999999997467
2025-07-28 04:10:00+00:00,EURUSD,buy,1.17652,1.17642,1.17662,1.17642,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0023999999999997357
2025-07-28 04:20:00+00:00,EURUSD,buy,1.17639,1.17629,1.17649,1.17629,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0024999999999997247
2025-07-28 04:30:00+00:00,EURUSD,sell,1.17573,1.17583,1.17563,1.17563,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0023999999999997357
2025-07-28 04:40:00+00:00,EURUSD,sell,1.17522,1.17532,1.17512,1.17532,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0024999999999997247
2025-07-28 04:50:00+00:00,EURUSD,sell,1.17541,1.17551,1.17531,1.17531,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0023999999999997357
2025-07-28 05:00:00+00:00,EURUSD,sell,1.17503,1.17513,1.17493,1.17493,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0022999999999997467
2025-07-28 05:10:00+00:00,EURUSD,sell,1.17474,1.1748399999999999,1.17464,1.1748399999999999,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0023999999999997357
2025-07-28 05:20:00+00:00,EURUSD,sell,1.17504,1.17514,1.17494,1.17514,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0024999999999997247
2025-07-28 05:30:00+00:00,EURUSD,sell,1.17523,1.17533,1.17513,1.17513,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0023999999999997357
2025-07-28 05:45:00+00:00,EURUSD,buy,1.17545,1.1753500000000001,1.17555,1.17555,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0022999999999997467
2025-07-28 05:55:00+00:00,EURUSD,buy,1.17548,1.17538,1.17558,1.17538,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0023999999999997357
2025-07-28 06:05:00+00:00,EURUSD,buy,1.17531,1.17521,1.17541,1.17541,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0022999999999997467
2025-07-28 06:20:00+00:00,EURUSD,buy,1.17542,1.17532,1.17552,1.17532,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0023999999999997357
2025-07-28 06:30:00+00:00,EURUSD,buy,1.17538,1.17528,1.17548,1.17548,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0022999999999997467
2025-07-28 06:40:00+00:00,EURUSD,buy,1.1755,1.1754,1.1756,1.1754,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0023999999999997357
2025-07-28 06:55:00+00:00,EURUSD,buy,1.17567,1.17557,1.17577,1.17557,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0024999999999997247
2025-07-28 07:05:00+00:00,EURUSD,buy,1.17557,1.17547,1.17567,1.17547,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0025999999999997137
2025-07-28 07:15:00+00:00,EURUSD,sell,1.17545,1.17555,1.1753500000000001,1.1753500000000001,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0024999999999997247
2025-07-28 07:25:00+00:00,EURUSD,sell,1.17514,1.17524,1.17504,1.17504,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0023999999999997357
2025-07-28 07:35:00+00:00,EURUSD,sell,1.17481,1.17491,1.17471,1.17471,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0022999999999997467
2025-07-28 07:45:00+00:00,EURUSD,sell,1.17494,1.17504,1.17484,1.17484,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0021999999999997577
2025-07-28 07:55:00+00:00,EURUSD,sell,1.17474,1.1748399999999999,1.17464,1.17464,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0020999999999997687
2025-07-28 08:05:00+00:00,EURUSD,sell,1.17455,1.17465,1.17445,1.17445,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0019999999999997797
2025-07-28 08:15:00+00:00,EURUSD,sell,1.17412,1.17422,1.17402,1.17422,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0020999999999997687
2025-07-28 08:25:00+00:00,EURUSD,sell,1.17413,1.1742299999999999,1.17403,1.1742299999999999,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0021999999999997577
2025-07-28 08:35:00+00:00,EURUSD,sell,1.17417,1.17427,1.17407,1.17427,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0022999999999997467
2025-07-28 08:45:00+00:00,EURUSD,sell,1.17429,1.17439,1.17419,1.17439,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0023999999999997357
2025-07-28 08:55:00+00:00,EURUSD,sell,1.17408,1.17418,1.17398,1.17418,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0024999999999997247
2025-07-28 09:05:00+00:00,EURUSD,sell,1.17388,1.17398,1.17378,1.17398,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0025999999999997137
2025-07-28 09:15:00+00:00,EURUSD,sell,1.17323,1.17333,1.17313,1.17313,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0024999999999997247
2025-07-28 09:25:00+00:00,EURUSD,sell,1.1718,1.1719,1.1717,1.1719,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0025999999999997137
2025-07-28 09:35:00+00:00,EURUSD,sell,1.1716,1.1717,1.1715,1.1717,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0026999999999997026
2025-07-28 09:45:00+00:00,EURUSD,sell,1.17197,1.17207,1.17187,1.17207,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0027999999999996916
2025-07-28 09:55:00+00:00,EURUSD,sell,1.1721300000000001,1.17223,1.1720300000000001,1.17223,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0028999999999996806
2025-07-28 10:05:00+00:00,EURUSD,sell,1.1718600000000001,1.1719600000000001,1.1717600000000001,1.1719600000000001,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0029999999999996696
2025-07-28 10:15:00+00:00,EURUSD,sell,1.17185,1.17195,1.17175,1.17195,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0030999999999996586
2025-07-28 10:25:00+00:00,EURUSD,sell,1.1709100000000001,1.17101,1.1708100000000001,1.1708100000000001,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0029999999999996696
2025-07-28 10:35:00+00:00,EURUSD,sell,1.16944,1.16954,1.16934,1.16954,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0030999999999996586
2025-07-28 10:45:00+00:00,EURUSD,sell,1.16865,1.16875,1.16855,1.16855,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0029999999999996696
2025-07-28 10:55:00+00:00,EURUSD,sell,1.1675,1.1676,1.1674,1.1676,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0030999999999996586
2025-07-28 11:05:00+00:00,EURUSD,sell,1.16769,1.1677899999999999,1.16759,1.1677899999999999,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0031999999999996476
2025-07-28 11:15:00+00:00,EURUSD,sell,1.16832,1.16842,1.16822,1.16842,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0032999999999996366
2025-07-28 11:25:00+00:00,EURUSD,sell,1.16864,1.16874,1.16854,1.16874,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0033999999999996255
2025-07-28 11:35:00+00:00,EURUSD,sell,1.16841,1.16851,1.16831,1.16831,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0032999999999996366
2025-07-28 11:45:00+00:00,EURUSD,sell,1.1675200000000001,1.16762,1.1674200000000001,1.16762,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0033999999999996255
2025-07-28 11:55:00+00:00,EURUSD,sell,1.16791,1.16801,1.16781,1.16801,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0034999999999996145
2025-07-28 12:05:00+00:00,EURUSD,sell,1.16788,1.16798,1.16778,1.16798,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0035999999999996035
2025-07-28 12:15:00+00:00,EURUSD,buy,1.1681300000000001,1.1680300000000001,1.16823,1.16823,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.0034999999999996145
2025-07-28 12:25:00+00:00,EURUSD,sell,1.16747,1.16757,1.16737,1.16737,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0033999999999996255
2025-07-28 12:35:00+00:00,EURUSD,sell,1.16649,1.16659,1.16639,1.16659,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0034999999999996145
2025-07-28 12:45:00+00:00,EURUSD,sell,1.16714,1.16724,1.16704,1.16704,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0033999999999996255
2025-07-28 12:55:00+00:00,EURUSD,sell,1.1667,1.1668,1.1666,1.1668,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0034999999999996145
2025-07-28 13:05:00+00:00,EURUSD,sell,1.16632,1.16642,1.16622,1.16642,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0035999999999996035
2025-07-28 13:15:00+00:00,EURUSD,sell,1.1666400000000001,1.16674,1.1665400000000001,1.1665400000000001,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0034999999999996145
2025-07-28 13:25:00+00:00,EURUSD,sell,1.1659,1.166,1.1658,1.166,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0035999999999996035
2025-07-28 13:35:00+00:00,EURUSD,sell,1.16646,1.16656,1.16636,1.16656,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0036999999999995925
2025-07-28 13:45:00+00:00,EURUSD,sell,1.16589,1.16599,1.16579,1.16599,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0037999999999995815
2025-07-28 13:55:00+00:00,EURUSD,sell,1.16582,1.16592,1.16572,1.16572,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0036999999999995925
2025-07-28 14:05:00+00:00,EURUSD,sell,1.1654,1.1655,1.1653,1.1655,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0037999999999995815
2025-07-28 14:15:00+00:00,EURUSD,sell,1.16502,1.16512,1.16492,1.16512,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0038999999999995705
2025-07-28 14:25:00+00:00,EURUSD,sell,1.16516,1.16526,1.16506,1.16506,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0037999999999995815
2025-07-28 14:35:00+00:00,EURUSD,sell,1.16494,1.16504,1.16484,1.16504,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0038999999999995705
2025-07-28 14:45:00+00:00,EURUSD,sell,1.1647,1.1648,1.1646,1.1648,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0039999999999995595
2025-07-28 14:55:00+00:00,EURUSD,sell,1.16512,1.16522,1.16502,1.16522,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0040999999999995485
2025-07-28 15:05:00+00:00,EURUSD,sell,1.1653,1.1654,1.1652,1.1654,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.0041999999999995374
2025-07-28 15:15:00+00:00,EURUSD,buy,1.16549,1.16539,1.16559,1.16539,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004299999999999526
2025-07-28 15:25:00+00:00,EURUSD,buy,1.16588,1.16578,1.16598,1.16578,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004399999999999515
2025-07-28 15:35:00+00:00,EURUSD,buy,1.16626,1.16616,1.16636,1.16616,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004499999999999504
2025-07-28 15:45:00+00:00,EURUSD,sell,1.16519,1.16529,1.16509,1.16529,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004599999999999493
2025-07-28 15:55:00+00:00,EURUSD,buy,1.1657899999999999,1.16569,1.1658899999999999,1.1658899999999999,9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004499999999999504
2025-07-28 16:05:00+00:00,EURUSD,buy,1.16601,1.16591,1.16611,1.16591,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004599999999999493
2025-07-28 16:15:00+00:00,EURUSD,sell,1.16452,1.16462,1.16442,1.16442,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004499999999999504
2025-07-28 16:25:00+00:00,EURUSD,sell,1.16379,1.16389,1.1636900000000001,1.16389,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004599999999999493
2025-07-28 16:35:00+00:00,EURUSD,sell,1.1632,1.1633,1.1631,1.1633,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004699999999999482
2025-07-28 16:45:00+00:00,EURUSD,sell,1.16275,1.16285,1.16265,1.16285,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004799999999999471
2025-07-28 16:55:00+00:00,EURUSD,sell,1.16341,1.16351,1.16331,1.16331,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004699999999999482
2025-07-28 17:05:00+00:00,EURUSD,sell,1.16383,1.16393,1.16373,1.16373,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004599999999999493
2025-07-28 17:15:00+00:00,EURUSD,sell,1.16353,1.16363,1.16343,1.16343,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004499999999999504
2025-07-28 17:25:00+00:00,EURUSD,buy,1.16433,1.16423,1.16443,1.16423,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004599999999999493
2025-07-28 17:35:00+00:00,EURUSD,buy,1.16413,1.1640300000000001,1.16423,1.1640300000000001,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004699999999999482
2025-07-28 17:45:00+00:00,EURUSD,buy,1.16462,1.16452,1.16472,1.16452,-9.999999999998899e-05,fallback_api_error: up vs SMA20,-0.004799999999999471
2025-07-28 17:55:00+00:00,EURUSD,sell,1.16373,1.16383,1.16363,1.16383,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.00489999999999946
2025-07-28 18:05:00+00:00,EURUSD,sell,1.16306,1.16316,1.16296,1.16296,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004799999999999471
2025-07-28 18:15:00+00:00,EURUSD,sell,1.16245,1.16255,1.16235,1.16255,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.00489999999999946
2025-07-28 18:25:00+00:00,EURUSD,sell,1.1622,1.1622999999999999,1.1621,1.1622999999999999,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004999999999999449
2025-07-28 18:35:00+00:00,EURUSD,sell,1.16177,1.16187,1.16167,1.16167,9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.00489999999999946
2025-07-28 18:45:00+00:00,EURUSD,sell,1.16104,1.16114,1.16094,1.16114,-9.999999999998899e-05,fallback_api_error: down vs SMA20,-0.004999999999999449
